instant	dteday	season	yr	mnth	holiday	weekday	workingday	weathersit	temp	atemp	hum	windspeed	casual	registered	cnt
647	08/10/2012	4	1	10	1	1	0	2	383333	387608	709583	189679	874	4604	5478
648	09/10/2012	4	1	10	0	2	1	2	446667	438112	761667	1903	601	5791	6392
649	10/10/2012	4	1	10	0	3	1	1	514167	503142	630833	187821	780	6911	7691
650	11/10/2012	4	1	10	0	4	1	1	435	431167	463333	181596	834	6736	7570
651	12/10/2012	4	1	10	0	5	1	1	4375	433071	539167	235092	1060	6222	7282
652	13/10/2012	4	1	10	0	6	0	1	393333	391396	494583	146142	2252	4857	7109
653	14/10/2012	4	1	10	0	0	0	1	521667	508204	640417	278612	2080	4559	6639
654	15/10/2012	4	1	10	0	1	1	2	561667	53915	7075	296037	760	5115	5875
655	16/10/2012	4	1	10	0	2	1	1	468333	460846	558333	182221	922	6612	7534
656	17/10/2012	4	1	10	0	3	1	1	455833	450108	692917	101371	979	6482	7461
657	18/10/2012	4	1	10	0	4	1	2	5225	512625	728333	236937	1008	6501	7509
658	19/10/2012	4	1	10	0	5	1	2	563333	537896	815	134954	753	4671	5424
659	20/10/2012	4	1	10	0	6	0	1	484167	472842	572917	117537	2806	5284	8090
660	21/10/2012	4	1	10	0	0	0	1	464167	456429	51	166054	2132	4692	6824
661	22/10/2012	4	1	10	0	1	1	1	4875	482942	568333	814833	830	6228	7058
662	23/10/2012	4	1	10	0	2	1	1	544167	530304	641667	945458	841	6625	7466
663	24/10/2012	4	1	10	0	3	1	1	5875	558721	63625	727792	795	6898	7693
664	25/10/2012	4	1	10	0	4	1	2	55	529688	800417	124375	875	6484	7359
665	26/10/2012	4	1	10	0	5	1	2	545833	52275	807083	132467	1182	6262	7444
666	27/10/2012	4	1	10	0	6	0	2	53	515133	72	235692	2643	5209	7852
667	28/10/2012	4	1	10	0	0	0	2	4775	467771	694583	398008	998	3461	4459
668	29/10/2012	4	1	10	0	1	1	3	44	4394	88	3582	2	20	22
669	30/10/2012	4	1	10	0	2	1	2	318182	309909	825455	213009	87	1009	1096
670	31/10/2012	4	1	10	0	3	1	2	3575	3611	666667	166667	419	5147	5566
671	01/11/2012	4	1	11	0	4	1	2	365833	369942	581667	157346	466	5520	5986
672	02/11/2012	4	1	11	0	5	1	1	355	356042	522083	266175	618	5229	5847
673	03/11/2012	4	1	11	0	6	0	2	343333	323846	49125	270529	1029	4109	5138
674	04/11/2012	4	1	11	0	0	0	1	325833	329538	532917	179108	1201	3906	5107
675	05/11/2012	4	1	11	0	1	1	1	319167	308075	494167	236325	378	4881	5259
676	06/11/2012	4	1	11	0	2	1	1	280833	281567	567083	173513	466	5220	5686
677	07/11/2012	4	1	11	0	3	1	2	295833	274621	5475	304108	326	4709	5035
678	08/11/2012	4	1	11	0	4	1	1	352174	341891	333478	347835	340	4975	5315
679	09/11/2012	4	1	11	0	5	1	1	361667	355413	540833	214558	709	5283	5992
680	10/11/2012	4	1	11	0	6	0	1	389167	393937	645417	578458	2090	4446	6536
681	11/11/2012	4	1	11	0	0	0	1	420833	421713	659167	1275	2290	4562	6852
682	12/11/2012	4	1	11	1	1	0	1	485	475383	741667	173517	1097	5172	6269
683	13/11/2012	4	1	11	0	2	1	2	343333	323225	662917	342046	327	3767	4094
684	14/11/2012	4	1	11	0	3	1	1	289167	281563	552083	199625	373	5122	5495
685	15/11/2012	4	1	11	0	4	1	2	321667	324492	620417	152987	320	5125	5445
686	16/11/2012	4	1	11	0	5	1	1	345	347204	524583	171025	484	5214	5698
687	17/11/2012	4	1	11	0	6	0	1	325	326383	545417	179729	1313	4316	5629
688	18/11/2012	4	1	11	0	0	0	1	3425	337746	692917	227612	922	3747	4669
689	19/11/2012	4	1	11	0	1	1	2	380833	375621	623333	235067	449	5050	5499
690	20/11/2012	4	1	11	0	2	1	2	374167	380667	685	82725	534	5100	5634
691	21/11/2012	4	1	11	0	3	1	1	353333	364892	61375	103246	615	4531	5146
692	22/11/2012	4	1	11	1	4	0	1	34	350371	580417	528708	955	1470	2425
693	23/11/2012	4	1	11	0	5	1	1	368333	378779	56875	148021	1603	2307	3910
694	24/11/2012	4	1	11	0	6	0	1	278333	248742	404583	376871	532	1745	2277
695	25/11/2012	4	1	11	0	0	0	1	245833	257583	468333	1505	309	2115	2424
696	26/11/2012	4	1	11	0	1	1	1	313333	339004	535417	4665	337	4750	5087
697	27/11/2012	4	1	11	0	2	1	2	291667	281558	786667	237562	123	3836	3959
698	28/11/2012	4	1	11	0	3	1	1	296667	289762	50625	210821	198	5062	5260
699	29/11/2012	4	1	11	0	4	1	1	28087	298422	555652	115522	243	5080	5323
700	30/11/2012	4	1	11	0	5	1	1	298333	323867	649583	584708	362	5306	5668
701	01/12/2012	4	1	12	0	6	0	2	298333	316904	806667	597042	951	4240	5191
702	02/12/2012	4	1	12	0	0	0	2	3475	359208	823333	124379	892	3757	4649
703	03/12/2012	4	1	12	0	1	1	1	4525	455796	7675	827208	555	5679	6234
704	04/12/2012	4	1	12	0	2	1	1	475833	469054	73375	174129	551	6055	6606
705	05/12/2012	4	1	12	0	3	1	1	438333	428012	485	324021	331	5398	5729
706	06/12/2012	4	1	12	0	4	1	1	255833	258204	50875	174754	340	5035	5375
707	07/12/2012	4	1	12	0	5	1	2	320833	321958	764167	1306	349	4659	5008
708	08/12/2012	4	1	12	0	6	0	2	381667	389508	91125	101379	1153	4429	5582
709	09/12/2012	4	1	12	0	0	0	2	384167	390146	905417	157975	441	2787	3228
710	10/12/2012	4	1	12	0	1	1	2	435833	435575	925	190308	329	4841	5170
711	11/12/2012	4	1	12	0	2	1	2	353333	338363	596667	296037	282	5219	5501
712	12/12/2012	4	1	12	0	3	1	2	2975	297338	538333	162937	310	5009	5319
713	13/12/2012	4	1	12	0	4	1	1	295833	294188	485833	174129	425	5107	5532
714	14/12/2012	4	1	12	0	5	1	1	281667	294192	642917	131229	429	5182	5611
715	15/12/2012	4	1	12	0	6	0	1	324167	338383	650417	10635	767	4280	5047
716	16/12/2012	4	1	12	0	0	0	2	3625	369938	83875	100742	538	3248	3786
717	17/12/2012	4	1	12	0	1	1	2	393333	4015	907083	982583	212	4373	4585
718	18/12/2012	4	1	12	0	2	1	1	410833	409708	66625	221404	433	5124	5557
719	19/12/2012	4	1	12	0	3	1	1	3325	342162	625417	184092	333	4934	5267
720	20/12/2012	4	1	12	0	4	1	2	33	335217	667917	132463	314	3814	4128
721	21/12/2012	1	1	12	0	5	1	2	326667	301767	556667	374383	221	3402	3623
722	22/12/2012	1	1	12	0	6	0	1	265833	236113	44125	407346	205	1544	1749
723	23/12/2012	1	1	12	0	0	0	1	245833	259471	515417	133083	408	1379	1787
724	24/12/2012	1	1	12	0	1	1	2	231304	2589	791304	772304	174	746	920
725	25/12/2012	1	1	12	1	2	0	2	291304	294465	734783	168726	440	573	1013
726	26/12/2012	1	1	12	0	3	1	3	243333	220333	823333	316546	9	432	441
727	27/12/2012	1	1	12	0	4	1	2	254167	226642	652917	350133	247	1867	2114
728	28/12/2012	1	1	12	0	5	1	2	253333	255046	59	155471	644	2451	3095
729	29/12/2012	1	1	12	0	6	0	2	253333	2424	752917	124383	159	1182	1341
730	30/12/2012	1	1	12	0	0	0	1	255833	2317	483333	350754	364	1432	1796
731	31/12/2012	1	1	12	0	1	1	2	215833	223487	5775	154846	439	2290	2729
